review_id,ground_truth_sentiment,review
2197,0,Usb nahi Mila mujhe
2198,0,This phone has 3.5mm jack specification but i am not able to insert my 3.5mm headphones. Even with half inserted headphone it is not working.
2199,1,Excellent mobile...Value for money
2200,1,This is the best phone at this range of rate smooth operation but looking not so good
2201,0,Not worth features mentionedHangs a lotHeatingPerformance not smooth
2202,0,Camera and display quality down 👎
2203,1,Good
2204,1,Very super mobile with this price I ever seen
2205,1,awsome phone in this price..great performance..super camera..love it..
2206,0,"Worst phone ever, I want to return but Amazon return option is not letting me complete return. The very basic feature like screen cast is not working."
2207,1,Owsome phone..Great camera.
2208,0,"nice product in this price range, could have been slightly better. Camera is better than rest of the lenovo devices."
2209,1,Osm phone... with this Price
2210,0,"Phone was not as attractive n featured as shown in its launch, not even received cash back till now."
2211,1,Good
2212,0,poor
2213,1,"Phone is really good, just heavy 180gm but okayWorking smooth. Camera is 4 out of 5Bettry 4 out of 5(not good as 4000mah ,)Performance really good... But sometime heating issue"
2214,0,Charging problem ....it takes too much time for even few percent charging 😕
2215,1,"Product is good , battery last for less than 1 day"
2216,0,Overall good but battery performance very poor
2217,1,Good poduct
2218,0,Not a battery back up very good usally more working more than 5 hrs only
2219,0,Battery is too poor. Its draining too bad when phone is idle. around 34% battery drained idle state.
2220,0,"Very bad product, no response on customer care side , mobile becoming lot of heat . After 10 hours charge also not becoming full charge."
2221,0,Very slow..
2222,0,8 hours to get full charge.All other good
2223,0,"Heats abnormal, discharges fast, cast option is useless not connecting smart TV."
2224,0,"Bakwas phone. Not good. Plenty of options missing compared with ordinay phone. Casting not available, some basics options like copying contacts is not available.Totally I rate it below rating"
2225,0,Headphone jack is not working 😒😒😒😢😢😢😢
2226,0,It's not charged quicklyI don't know what should I do
2227,0,Good phone but the screen mirroring option is not working has some bug in software. Does not even show the enable option in cast screen menu.Looks like a problem in all hand sets. My old k4 note connects perfectly to my led.
2228,1,Very good phone
2229,0,Display heading problem 36 degree
2230,0,I bought this recently a week back and by mistake it has slipped from a very minimal height and the screen broke completely. The build quality is very poor. Previously I was using Moto for two years and I had slipped it down number of times and there was no issue at all.This time also I was about to buy MotoG5 but because of price came to Lenovo and I regret now for not going to Moto.
2231,1,Good
2232,0,"Worst fone I ever bought ,it has some technical issues..It gets switched off every now and then and has some battery issues.I wont recommend anyone to buy it .Its really worst cell phone"
2233,1,"Doesn't provide ear phones with this mobile,This mobile not support water resistance and repellent ,recently purchased mobile , Display off, in Service Center they are saying This mobile not covers in Warranty , I suggest u Please Don't Buy this Mobile."
2234,0,product is having some heating issues.
2235,1,Very good mobile in such a small budget but you should have given the headphone
2236,0,"Very bad phone. Camera is below average, has heating issues even while calling.. impossible to hold, takes ages to charge..no point of dash charging, even gets heated while charging..also battery drains out very rapidly..4000mah battery is useless..my motog2 lasts longer even now..only good thing is that there is no lagging..altogether a big NOOO..."
2237,1,"So far so good ... Have been a Lenovo user for a while . The phone does not disappoint... It is for sure value for money. Just one issue , I am unable to record calls on the go . Please do not buy it for the camera . Otherwise it will take care of your basic daily requirements for a phone"
2238,1,No timely updates
2239,1,Good product
2240,1,Killer Note that is what this beast of a phone is!
2241,1,"It's really too good but one problem I facing that the phone doesn't support JBL headphones.....And I don't know which headphones will be support ,........."
2242,1,No complaints
2243,1,Good
2244,1,Excellent performance of device.
2245,0,Don't buy it . If you buy this product you will be in trouble with your body temperature even in winter also.
2246,0,Battery weak
2247,0,Product is good but battery back up is not proper
2248,0,It was mentioned as turbo charger. It is taking 5 hours to charge. Disappointed .
2249,1,nice
2250,1,Good budget phone Compare to other in this segment !
2251,1,Great camera quality
2252,0,In this mobile dual speaker but only one speaker working ..i. Was complain it but no action apply against this.. Better purchase Motorola mobile
2253,1,Good mobile in this price segment..camera photoes quality is excellent(normal mode) but depth mode require some more accuracy to focus on object...Overall a good smartphone..
2254,1,Just a word awesome.....
2255,0,Not good
2256,1,Very nice
2257,1,"I am using this phone since last 2 weeks, battery life is not as good as they are marketing. If I use the games and internet, it lasts only for 8 - 10 hours. Its not acceptable for new phone like lenovo. otherwise all other features, Camera, overall performance is too good. Look wise also its nice. Best phone in this price range as compared to any other brand."
2258,1,Good
2259,0,Bougt this phone with great expectations but I had great Disappointment there many key features missing....If you are used to MI I better suggest you go for note41.no call recording also third party app even pro version wont work .2.call history of only 3 calls per contact.3.torch/ flash is very bad.4.phone heat's up during charging and also after!!
2260,1,"It hangs a little bit and lags some fps in gaming like brothers in arms 3 etc. The deca core consumes more battery but still it manages to have power for a day the front camera is very good but the rear one is not good honor 6x has better rear camera than this, the stock Android is nice and smooth but sometimes you have to restart your phone to work smoothly."
2261,1,best
2262,0,"Dont buy... Heavy battery draining issue, even when it is in idle"
2263,0,Bluetooth connection issues. Pairing issues with everything.Lenovo customer care openly admitting there is issue in phone.Now I am stuck with it; can return also. This kind of software issues should be deemed as a defective product by Amazon.
2264,1,Slightly over heating issues and slight hanging issues
2265,1,Paisa vasool phone
2266,0,"Average product. Not so good as other Lenovo mobiles.Poor battery backup of 14-15 hrs, mobile heats up while running applications.Product not updated with current patches, appx 700mb update done after receiving the product.No turbo charging, mentioned on pack turbo charger.Either it's duplicate product or Inferior quality by Lenovo.Wastage of money."
2267,1,Good
2268,1,Great Phone
2269,0,Bad
2270,1,Nice features as i expected mobile ok.
2271,0,3.5 mm earphone jack is not proper. None of the earphones is fitting properly. Customer care people has asked to get it checked with service centre. I had checked on forum and many people have been facing similar problem.Battery drains fast even after a normal use.
2272,1,Awesome phone
2273,1,Nice Mobile
2274,1,"Awesome battery life,u can go for it."
2275,1,Good phone
2276,0,"This phone will be good, sensor touch also ok.But camera is not good.."
2277,0,"This the worst mobile I ever seen in my life , I bought one year back and phone is dead within one year . My view don't ever try to buy lenovo mobiles"
2278,1,It's awesome
2279,0,Back of the phone has dent whithin 1 month.
2280,0,Not good as it describes Bluetooth not getting connected
2281,0,It not so use full piece is defective and can't on
2282,0,"Why I gave only one star after one day of use just because :1. Incoming calls are suspended few minutes after the screen locks . If someone calls it says out of reach , or I would have rate it 3 and half stars2. Battery backup is not what I expected,not worthy for a 4000 MAh3. Camera quality is also below average.4. Performance is very nice and smooth.5. Sound quality is very nice and loud in speaker but lil less sound with super quality in earphones .6. Looks is awesome ."
2283,1,This is a wonderful product
2284,1,It is good budget phone and also working goodCamera of phone is awesome
2285,0,"This phone, is not able to connect Bluetooth properly it takes 4 to 5 times but audio breaks for some time and some time it connects well. Next thing is audio port for headphones, is a complete failure, it always moves and disconnects. Actually, I thought of going to take my phone to Lenovo service center. Where as the previous phone which I used was perfect over these, aspects. Dual camera is of no effect. Dolby Atmos is incredible, for this reason only I bought this phone, gorilla glass is No.1, touch, and finger print sensor is awesome. 4GB Ram rocks, in speed."
2286,0,Battery drains fast and slow charging
2287,0,It's hanging too much not happy with the product . I am feeling faked after buying this .Hope I could exchange it .
2288,0,This is not matched with the lenovo k8 note phone... Not covered whole part.... Also camera and sensor not properly adjust with this glass
2289,0,Ok
2290,1,Mobile is great. Using it for 5 month. Only problem is battery does not last longer even after the oreo update.
2291,1,Superb phone ..No issue at all 24 hrs since I have used it no heating issues and good battery just one charge has lasted over 27 hrs . Superfast no lag
2292,1,Good experience with Lenovo k8 note plus duel camera with high definition.....
2293,0,"Setting functions kam he, har oppction ka ke lete aap download karna padta he,eg.riingtone set ker ne leye , ase bhoir se oppction nahi he"
2294,1,Suppppeeeerrr
2295,0,Don't waste your 14k.
2296,1,Very good on time
2297,1,AwesomeJust little heating issueOtherwise superb mobile.Don't believe on rumors device is working with jio 4g. Having volte but showing lte only.
2298,1,"Nice mobile , working very fast but heating issue, and I want to some feachers updates,like camera Quality, videos Quality ,some etc"
2299,0,Not certification
2300,0,There is a volte mobile..
2301,1,"Good product, good selfy perfect"
2302,0,Looks Good battery backup excellentbecoming heat very fast other wise everything nice
2303,0,Please don't buy... Regretting after usage of 7 days.. Return policy is also bad
2304,0,Heats up a lot.Screen is not good.Camera is really a waste.If u play games don't buy it.Network connection problems with 4GMobile will heat up for the following operations1. Playing a game for > 10mins2. Charging3. Talking on phone for more the 15 minsToo much heat..Don't buy this phone.
2305,0,Just received the phone which I bought using card payment. And the phone is dead on arrival. It's not even switching on. Shame to Lenovo and Amazon
2306,1,Nice Handset
2307,1,I have been using this phone for a week now and it is perfectly fine. The performance for normal apps is best. I am not a gaming guy but the other business apps work best. No lag no heating issue. Charges fast. Camera is ok. Sounds are awesome with normal earphones also.
2308,1,Good bt not as expected
2309,1,It's gud speed processing
2310,0,"I have been using this product since 20th August and its been good but not in par with the contenders like Redmi note 4 or the recently launched Moto G5s plus. But to be frank its a good phone in its way, The design is a choice of preference I like it but you may not so its matter of preference and don't forget to get a case its a slippery device. It's a bit on heavy side but its not a big deal. The display is good but I wish it could be more brighter. The built-in speaker is good,its loud and crisp(for the price), the Dolby Atmos is a gimmick I don't see much improvement when turned on or off but still its there if you want. But the built-in DAC for the headphones is on a bit of lower side I don't see it as a good one, Audiophiles stay away from this. Coming to the camera(s) they are OK but there is a need of improvement. The primary camera(13mp) is good for outdoor shots but in indoors its worse you need to go for other option if indoor is your preference, Flash can light up but you trade in for noise and you have a depth effect which uses the second sensor(5mp) at he back to add a bokeh effect and its in need for a huge improvement the edges of the subject is soft and to find the focus you will have a hard time. The video quality is good if you have enough light but there is no image stabilization so you need to have steady hands and it tops out only at 1080p at 30fps while the processor can handle 4k. The front facing camera(13mp) is good though if you are in need it has a dedicated selfie flash and it works. The battery backup is also good i get nearly 4-5 hrs of screen on time but it depends because the MTK processor in this is not that efficient but you get rapid charging which charges the phone from 0-100% in about one and half hour to two hours. The software is similar to what we get in moto devices(since moto makes these devices) so you can expect pure build of android with 7.1.1 Nougat. But I haven't seen any security updates and its on July month's patch. The performance is good for the price you are paying, I think memory management is a bit on aggressive side but its OK you can't expect much from a mid ranger. I will update the review once it is update to Android O."
2311,1,Good till now.
2312,0,Bad than 10.or G
2313,0,There is no screen shot option.and your service center service is poor in Indore there is no gallery
2314,0,Facebook and some of apps are not open...
2315,0,"Not even 1 year completed, now showing heating as well as battery issue. It gets drained out early and after that not charging fast"
2316,1,Best phone.Camera Quality is very Good.Very Fast speed
2317,0,"Item was defective,dont know it will replace back. Also the price cut down by Rs.2000, feeling cheated by Amazon ."
2318,0,An ok product for the price
2319,0,Over all gud ... But battery work is not gudSlowly charge and fast empty
2320,1,Im happy
2321,1,"Good phone with in the budget.. works smoothly and camera is great. Mediatek helio X23 works fine let's see for futureCons - no NFC, no IR blaster"
2322,1,"It can beat any phone both within same range, cost and beyond it's cost. A phone costs about 20K also can't compete with this phone. No Heating issue, extreme speed of processing, a sexy look from front side oval type glass, Hillarious sound with it's dolby atmos speaker, full water & scratch proof, the best part is the back duak camera with which you can record video in slow motion mode & can take picture in depth mode and then can edit those pictures in depth mode also. Believe me.....it's simply the best among all smart phone in it's rang & beyond it's range also."
2323,0,I bought Lenovo K8 Note one month back and Lenovo make me to think why I choose Lenovo it is just one month cell with lot of problem and no proper service or feedback from customer care main problem is battery issue in just 3 hours my battery goes from 100% to 60% and I try to reach customer care but no use no proper service very worst better before buying pls think twice...
2324,1,Gd product in low price
2325,1,"Nice phone.. front and back camera are good,good processor but Don't support screen mirroring, battery drain so fastly.. very bad battery backup.."
2326,1,"i odered the product mostly im searching for a better capture mobile...,so u can go with this mobile its awsome ..."
2327,0,I didn't received the system update phone as promised.. Don't know whether it will be on later stage I will get from lenovo.
2328,1,Received Good and Performance Excellent for Moderate use..
2329,0,Bad product. Dnt buy it
2330,1,I loved this phone coz it works vry welll until now
2331,1,Oh yeaahhh m in love with my phone.. it's a nice product ... worth my money
2332,0,Battery drain out within 30 sec when it reach 15%
2333,1,Worth for its price. Except camera everything is good
2334,1,Best jhakas
2335,1,Good phone and value for money.
2336,1,Good product only defect in the product is dull display light and battery drain bit easier even the battery size 4000mgz
2337,1,I purchased the phone last week I received the product well as n time with the additional benefit of buyback offer. I got the phone on just 7500 in exchange of my Two year's old Lenovo K3 NOTE. This phone is having excellent battery life and very good front and rear camera with flash.and it does not lag in multi tasking.Thanks Amazon.
2338,0,good product
2339,0,2.3 GHz clock speed but still hanging.Camera is very bad...Pros. Is3 slotsGood display
2340,1,GoodNice
2341,0,"Camera is good.charging some times having issues, phone is getting heat"
2342,1,Nice nic charging
2343,1,Product is awesome. Performance is good. satisfied with battery life.
2344,1,Good experience with lenovo ki Note....
2345,1,Ameezing not 8 ok
2346,1,Very nice handset and nice working camera quality is good
2347,0,Phone is heating shortly. LOW Camera performance. Battery backup is not so good. Theatre max is awesome. Good Display and video quality. Good with dedicated sim slot. Not slippery. Nice processor.
2348,1,"simply superb,nice value for money,"
2349,1,"Omg, first time i like it, then everybody trust it"
2350,0,This is the worst product heating p problem is more and charge wàs not good it is not at all a turbo charger
2351,1,Il like it
2352,0,"I was Lenovo k8 note mobile updated Oreo 8.0 but mobile was not properly work Network problem, battery problem, Hang problem please don't updates Oreo 8.0"
2353,0,Not up to mark..
2354,1,This is Not a phone that is whole computer
2355,0,Worst phone i have seen ever. Please dont buy this phone.
2356,0,Make an offer again
2357,1,Very good handset
2358,1,Good
2359,0,"Phone is good. Inspite of dual camera pic quality is not good as told 13 mp cam& Dept camera.Pics r dullBattery backup not good , drains quick.Otherwise it's ok.No other major issue."
2360,0,Overall it ok I'm using this phone for 6 months.Serious heating issue.Bad cam quality worst in low light.
2361,0,Memory speed is okaySound clarity needs to be improvedNo inbuilt galleryOnly wall papers can be changedNo additional themesDual camera I do no know how it worksExpecting a software updateEven there engineers would have noticed some consUntil they update the software I will not recommended this phone to other's
2362,0,Mobile not working properly.What should I do??
2363,1,Excellent Phone. Performing very well.
2364,0,Just making people foolIt is taking me 2 minutes to search a number from contact list and 2 minutes to dial the numberIt's getting heated and u can't bear the temperatureI request you not to buy this product
2365,0,why is there no cast screen utility available.?. If I wish to record the phone conversation there is no provision for that - why ?.
2366,1,It's amazing Phone
2367,1,Awesome phone got it in one day with excellent battery backup and good and safe packaging
2368,0,"i took this mobile 10 days back but mobile performance is too bad,even not able to charge 100%,phone is too much heat ,"
2369,0,Heating problem
2370,0,I purchased it in jan 2018 and now the mobile is not getting charged and it gets overheated very often.
2371,0,"Mobile gets warm while charging..And when using the camera . Network grasping power is to low... Can't access the full speed ... deapth enable photos are not much good compare to coolpad, honour.. pls don't buy these mobile.. . I buyed this mobile and now I am done ....😢😢"
2372,1,In a word... terrific experience
2373,0,Updated Version 8 bahut kharab hai.
2374,0,"Guys this a worst I ever seen. This product have a problem with LTE device. I checked this phone since last 7 days and I observe one thing is it's LTE device is very weak to catch signals. For the same reason I have been contacted 4 times Amazon and airtel and Jio customer service desk also. They told to me "" we are not supporting this device right now. They will inform us in case they will support in future"". And then again contacted Amazon for refund they told me they con's replace or refund like that. I'm attaching the screen shot about low signals. The same are the different mobile showing 3 to 4 signals.Guys don't buy this product. I'm planing to contact again Amazon and if they deny to accept refund I will go to consumer forum.."
2375,0,"Waste product, do not buy this"
2376,1,Sounds is very very good but camera is ok
2377,0,Is Price pe phone overall theek Hai but I am not satisfied Sala isse achcha sound to Mere Lenovo vibe K5 ka Tha battery bhi avrage h.
2378,0,Battery draining fast .gets heated even in phone idle. Worst phone don't buy
2379,0,Network problem always notification battery charge problem
2380,1,Very nice product
2381,1,"This was my only Mobile using for more than a year.Still found no other issues regarding the drawbacks of the mobileSimply a cool mobile from Lenovo.That's why ,K8 note is still in its track towards huge sales.."
2382,0,"There is Hanging problem in my device (Lenovo KI Note), I want to replace it, Please Help Me !!"
2383,1,Yes it's one of the best phone in this range.K8note perform very well in all aspects.1) high resolution2) dual camera (but not best)3) 10 core processor4) display quality is best.5) VR MODE5) BEST MUSIC QUALITY.6) battery backup is amazing. 4000 mah
2384,0,The product came without hands-free...
2385,1,As a dual rear camera phone it is not as good as expected. Although it's battery backup & ram works as expected.
2386,1,Best mid range budget smartphone with subpar featuresFantabulous
2387,1,Nice fast core processor phone. I recommend it to buy it..good hand on experience
2388,1,another good mobile from lenovo but charging depend upon apps in your mobile
2389,0,"Product advertised as ""with New System Update"" but there was no update installed. In fact the latest Oreo update from Lenovo was also missing. The in box items mentioned in product page said there would 2 15W Turbo Chargers but there was only one. These are initial comments. Will add more as I use the phone."
2390,1,Very nice
2391,0,Kya dono speaker kam karte h iske
2392,1,Nice phone With Decent Features.....☺️☺️☺️
2393,1,Just loving it!!!!
2394,1,Nice .....Good working system
2395,1,Superb FunctionalitySatisfied ProductFast Delivery
2396,0,Some apps are frequently stopping. Phone sometimes get unoperative. Updates are less to fix issues on OS.
2397,1,Superb Phone.
2398,0,Bad features
2399,1,Latest version in my bujet 12000 rupees good product
2400,0,All things in this phone are best but i m reviwing it as 1 star because it is having problem with charging phone it should must be resolved as soon as possible plzzz lenovo help us
2401,0,"Guys be very careful while u buy things from amazon now adays. One of my friend bought lenovo k8. the camera, display, sound nothing is good, so we decided to initiate for return. But amazon didnot give us any option for returning the product. This is totally fraud. It was total loss of 14000 Rs. Beaware while u buy products from amazon."
2402,1,"I may be based towards Lenovo phones, but this phone is value for money. You get all the updates and features of a rs. 30K plus in this price."
2403,0,Charger is not working after 3 days mobile processar is good
2404,1,In this price range many phone s are there but it comes with 4 GB ram & gorrila glass and few more that is the point which insisted me to buy it...Little bit heating during game which i dont play...Go for it .
2405,0,"The phone is on December's security patch in April. The phone is slow, buggy and heats up most of the times. I bought it in September and I'm very frustrated by the performance of the phone. DO NOT BUY. DO NOT BUY."
2406,1,Gud budget phone
2407,0,overall features are good.reasonable price of mobile to buy.but dual camera not work when we use depth enable mode.and dolby atmos also not work.worth features given for this mobile
2408,1,Superb phone. Really worth for money.
2409,0,Works well with single sim...Bt overheats when dual sim is applied...Camera quality is quite good..Battery backup is also good...In all its a good phone
2410,1,Fabulous and fantastic running softly I use this phone at least from one month good battery performance
2411,0,I am disappointed with this phone
2412,0,Camera Quality are not goodBattery Doesn't charge quicklyBattery drain fast
2413,1,Gets heated soon for Long duriation
2414,1,Good one in this price range
2415,0,Please think before purchase..... so many errors
2416,0,"Pls dnt buy ths phone...not at all good one.battery life is very less..after 4 months usage now phone is becoming stuck.no auto brightness is there,dual camera is a worst thing no use with that.this processor will heat up easily.my frist phone i hav done replacement for same reasons but no use,the replaced product also very bad.if return policy was available then i would have returned."
2417,0,mother board was found defective.It was not sensing sd card service centre replaced mother boardThat was funny and bad experience
2418,1,"Great phone in this price segment. Beating the mi note 4 & A1. Amazing camera, sound & resolution. Don't overthink just go for it."
2419,1,Like but better problem
2420,0,சிறப்பான ஒன்று என்று சொல்ல இயலாது. ஏற்றுக்கொல்லலாம்😂😚.because it's killer mobile as per it's adverdised.
2421,1,"Nice budget mobile but having some issues till now.Hilights are camera,processor,etc. Battery back up is not that much good, heating issue rest is good"
2422,0,"Lenovo K8 note is goodPros are Android Stock UI, Body, Look, Gorilla Glass, Dedicated Slot etc.Cons are-- Heating problem is there.Battery backup is not as expected.Camera in depth mode is not efficient, default gallery app is not there."
2423,1,Gr8 features in such a less price....lovin' it
2424,0,Phone looks good but battery is draining out very fast even without any usage...turbo charging is not as per the hype created...overheating is also a major issue......... #ok i am done for now#
2425,1,1. Nice look2.great battery backup3.excellent selfie camera4. Back camera is not so good nor bad.....it's just okAt the end I m happy with this product....
2426,0,To poor mobile no Audio record option and many option is not work proper . Dont buy this mobile . thay kill you to all buy money
2427,0,Worthy for the money.
2428,0,"Need to fix heating issue, battery and camera depth quality....."
2429,1,excellent mobile.smooth running.good camra. bukeh effect some poor.only problem is no backlit available on buttons & notification light single white colour
2430,0,I am regretting now after buying this phone. It hangs Everytime when I try to make musically and even since it's new I don't have much apps rather than Snapchat musically WhatsApp. And the depth mode( dual camera) is the most funniest part of this phone😂😂. So I don't recommend to buy this phone.
2431,1,Best camera phone
2432,0,"Very bad product , batry not charging,Problem not solve till..."
2433,1,"Lenovo K8 Note (Venom Black, 4GB) with New System Update i just love it. nice touch , camera , sound is also good. i will recomand user to buy it. thanku."
2434,1,Good product
2435,1,good phone....!
2436,0,Camera quality is poor .Taken Any documents photo is not good . Photo screenshot is not available in phone.
2437,0,Not happy with the performance compare to Redmi note 4
2438,1,Nice phoneCamera quality is goodPhone is pretty fastExpectation meet
2439,0,Don't go for lenovo... I had been using Lenovo k5 note .. for olmost 8 months ... One of the greatest problem of lenovo phone's are they dont give regular updates as mi used to give ... My highly recommendation is go for mi not Lenovo .. u will find best battery backup there .. hope my b review helps
2440,0,- Poor charging methodEven if It has turbo power fast charging Method but still it takes more than 2 hrs to full charge ..- Average Rear Camera but front Camera is GoodRear Camera Quality is not so good as i was expecting from lenovo bcoz it has two rear camera sttill picture quality is normal and depth mode is not so good ..but front camera is good for selfie lovers ..- Sound quality is amazingBecause It has dolby sound- Ram Management is okayoverall good product with strong hardware within this range ..
2441,1,Very good in its price range.
2442,0,Really not satisfied with camera....Really disappointed...
2443,0,"crap cheap product cast feature doesnt work, lenono customer care has suggested to buy a chromecast device, there are many bugs and apps crash frequently"
2444,1,Awesome
2445,0,2nd phone received on replacement too is defective. First had hardware problem n second one has software problem.Don't buy lenovo k8 note.Rated one star enforced.
2446,0,"Plz dont buy this phone. I am also victim of lenovo n amazon. My frnd suggested not to go with lenovo, inspite that i ordered n made biggest mistake. It heats up like hell n took 1hour to charge by 12-15%. I contacted amazon n they puzzled me to technical department then smartcheck app, technician visit. N now after 5days they are saying they will replace not refund. I am regular amazon customer but it is my first bitter experience which is now becoming worse."
2447,0,Good Camera at this price
2448,1,Nice handsetI love this product
2449,0,Bad battery backupDue to mediatek processor
2450,0,Battery: Although it has turbocharger it drains too quick and takes more than 2 hours to charge it. Too bad.Heating: Phone gets heated up very easily.Processing: It can't handle simple games and stutters while gaming.Buy only if you are looking for an expensive iron box.
2451,0,Performance good. Camera ok. Battery packup bad.
2452,0,Worst product please don't buy and frequently switch off
2453,1,I am using this device from 2 days. And still i can't found any type of defect from lenovo k8 note. This note is really killer then other notes at this price. Both cameras are really killer. And the display is awsome. Its decacore processer is working very nice then snapdragon. The device is slim & grippy. Battry life is good. All over i can say that according to lenovo this device is really killer #killer note ever.
2454,0,Defective piece
2455,1,Value for money
2456,1,"1. Nice camera, Portrait mode work well,Selfie camera good.2. Touch screen and user experience is nice.3. Performance is good. Hanging is not issue.4. Battery life is wonderful. Last for a full day for heavy user."
2457,1,Good one
2458,1,"Best phone ever great camera, great bokeh effect, no lagging, no heating problems, best gaming experience, best mobile ever👍👍👍👍👍😍😍😍"
2459,0,Mobile came with damage camera display not working properly. and I returned the mobile.10 completed no replacement mobile I did not get..still waiting..dont buy this product.
2460,1,Sim ejector pin not available in box
2461,1,Found all the features good however not happy with the battery performance. I am in a business where I have to switch on my data 24*7 this phone last not more than 10hrs a day. Else everything is awesome
2462,0,Good but not the best heating issue take place and battery drained to much faster after 20 percent
2463,1,Just irresistible
2464,1,So cool Handset
2465,1,Over all v.good all around.
2466,1,Nice
2467,0,"Initially Looks good. After using two three months, stars to hang abruptly. Though it is 4GB ram speed is very bad. Battery is about 4000mAH. still drains very fast. not worth to buy this product."
2468,1,Really good phone
2469,0,"I thought that camera has best feature with dual camera.. But when you capture with dual camera its not natural,,,seems to be edited"
2470,0,"Waste of money. If Lenovo don't know what is turbo charging I'll explain. It taking 3 hours to charge. Is that turbo charging? And that will drain in hours of matter. Is that called battery back up. Please stop making people fools with false promises. U can survive now by fake promise and advertising, but once u lost trust you cannot be in market race."
2471,1,Super
2472,0,"There are many issues in this device1. Poor sound quality2. Network issue (if you switch from wifi to mobile data, internet will not work you have to restart your device)3. Fluctuating network signal4. Earpiece volume is very very low (almost half of k4 Note). Music quality is very bad5. You will get a lot of noises while listening music.5. speaker volume is very low. Can't hear call sound in little crowd6. Battery drains very quicklyPlease don't buy it."
2473,0,Nice phone but थोड़ा महँगा ।।।।।।।
2474,0,"I am using k8 note model, it's heating complaint otherwise good."
2475,0,dont bye waste of money
2476,0,I have 4g range problem....Stood under the tower but don't get full range of 4g network.......If there any settings please ..Guide me..
2477,1,Nice. Fine performance. 4gb ram and 64 gb storage performance fabules.
2478,0,"No use of high back battery, 50% battery use to get discharge around 1 or 2 pm in which most of the time its on stand by mode, as can't use in Office.Poor Battery Performance,Even so suuport received on from Lenova."
2479,0,Third class phone ever after by Lenovo. They sell the product without checking the model. Lot of problem in OS.Big issue is fast draining battery.
2480,1,"Nice phone. Camera is good, specially Like the depth enabled feature.it has with long battery life and lot of storage space. Doesn't heat up when browsing. Slightly heavier than my earlier k3 note. Overall value for money"
2481,0,Average phone with heating problem
2482,1,Mobil is good but duel camera is use less.
2483,0,We are not able set our own ring tone.. camera clarity is not impressed
2484,0,It is bad product so many times heating... Battery quick dry.... Don't purchase....
2485,1,"It's a good smartphone as compare to other phone within this price range, but some features are missing in this phone, which would make it more better, such as back light button, rear focus has dim light, etc."
2486,0,Volte is not available and video calling not possible
2487,1,😍😍
2488,0,The cast feature does not work...earlier k4 note it use to work..I feel it's a bug...I can't understand why they have this feature and it does not work...so your screen mirroring is out of window..sad..sometime it hangs...this is my 3rd Lenovo... otherwise it's ok...just brought it last month....if you want screen mirroring then this is useless...I wanted one as I have smart TV...hope these guys update their software...and make this option work...everyone has this ...
2489,0,"very bad music quality while listening to earpiece ,dobly atmos isn't working at all . I was getting good and loud sound quality in my old Samsung device , I switched from Samsung to Lenovo but I am really disappointed with lenovo k8 note in terms of music quality. I am music person ,I didn't know about this device's music quality else I won't purchase it ."
2490,0,Worst worst mobile phone and also AMAZON service also.
2491,1,Powerful phone all games without hanging play good camera battery life good
2492,1,Perfect phone for daily usage..all features was nice..
2493,0,Very poor battery. Crashed within 1 month. Unable to charge. It's mother board crashed and will be replaced in lenovo service station.
2494,1,The phone is good... But it's becoming heat often..
2495,0,"Poor battery backup, heating problem, not worth for money"
2496,0,Good product but not satisfied
2497,1,"Awesome phone....Camera result front and both, battery output and design excellent"
2498,0,Battery is not good.
2499,1,"Very Good phone. Excellent Battery life, 3*** to Music, Camera is Good.. overall Happy with the purchase.."
2500,1,nice phone also amzone good servies happy diwali all staff thank u
2501,0,Worst product
2502,1,Very nice.got it original product
2503,0,Smooth handling and battery good Nicephone but heat problem🔥
2504,1,Amazing phone under 13000 budget segment..Nice..
2505,1,Everything is fine but battery doesn't behave like a 4000mah battery
2506,0,My mobile charge draining fastly . I want to replace it
2507,0,"Everything okay but, there was a light blue scretch in inner display"
2508,0,"One speaker is not working, pls confirm"
2509,1,NYC mobile
2510,1,Very nice smart phone perfect in all the way.
2511,1,"Nice product , fabulous........."
2512,1,It is a good product from Lenovo and price is good as compared to the features provided.
2513,1,Osm lenovo model
2514,0,Third class mobile redmi note 4 is better
2515,1,Lenovo k8 note's price and Fischer's i like.
2516,1,Awesome
2517,1,Best product I have seen till now.. worth for the payment killer experience with deca core processor feels very good.. quality product... Expecting oreo update as soon as possible
2518,1,Awesome performance and features in this range of products
2519,1,Bast phone but not fast charging and camera feature average
2520,0,"Frequently reboots, battery last max a day even if used hardly, missing lots of important features as compared to some other models of Lenovo ex Not have power saving mode."
2521,1,Earlier it was automatically restart...but now it's okkk...Oreo 8.0 updated also...Battery is beast.....there is no call recording option...u need to download one app....some app does not fit for which handset gets auto restart...it's valuable a price concern...it's working fine for me...now
2522,1,"The product appears to be good so far. However, I have to wait and see as this model is not even one year old since launch and hence, had to rely on performance based on use and experience"
2523,1,Very good product.... awesome camera features all Tha fake star givers are lier about camera...must buy this product
2524,1,"Phone and its features are awesome but the only issue is the battery, it takes 4-5 hours to get full charge with Turbo Charger and drains soon."
2525,1,New process is very wellCamera also goodBattery porafamens 4000 mAh but average
2526,0,"there is huge network issue so i suggest, don't buy this phone"
2527,1,Very good camera quality and overall a good product.
2528,1,some what cam problemremaining all are goodit is good if headset will provide
