row_id,review_id,overall_sentiment,ground_truth_sentiment,aspect_sentiment,aspect_summary,high_category
1092,549,negative,0,negative,Almost a average phone,GENERAL_FEEDBACK
1095,550,positive,1,positive,best price from Amazon,INFRASTRUCTURE
1096,550,positive,1,positive,Camera is super,PHONE
1097,550,positive,1,positive,charge stand by for 2 days,PHONE
1098,550,positive,1,positive,sounds also so good,PHONE
1099,550,positive,1,positive,Super mobile good product,GENERAL_FEEDBACK
1102,551,positive,1,positive,"Helios processor, it is good and no heating issues noticed while gaming.",PHONE
1100,551,positive,1,positive,Worth the money.,GENERAL_FEEDBACK
1101,551,positive,1,positive,Good Phone.,GENERAL_FEEDBACK
1103,552,positive,1,positive,Excellent...,GENERAL_FEEDBACK
1104,553,positive,1,positive,Nice phone,GENERAL_FEEDBACK
1105,554,positive,1,positive,Value for money..,GENERAL_FEEDBACK
1106,555,negative,0,negative,Charging time 5 to 6 hours .,PHONE
1107,555,negative,0,negative,Battery drain issue after oreo update.,PHONE
1108,555,negative,0,negative,drain time 3 to 4 hours .,PHONE
1109,555,negative,0,negative,worst customer support,INFRASTRUCTURE
1110,556,negative,0,negative,screen didn't last 4 months also got cracked after falling from few meters.,PHONE
1111,556,negative,0,negative,Gorilla 3 just a name only.,PHONE
1112,557,positive,1,positive,Supar phone,GENERAL_FEEDBACK
1113,558,positive,0,positive,Battery life is good,PHONE
1114,558,positive,0,positive,"The touch of the phone is very good, soft and feels premium.",PHONE
1115,558,positive,0,positive,Performance of the phone is good.,PHONE
1116,558,positive,0,negative,Camera comes under average performance.,PHONE
1117,558,positive,0,negative,it does not show battery percentage on the main screen.,PHONE
1118,559,negative,0,negative,its overheating,PHONE
1119,559,negative,0,negative,taking more hours for charging,PHONE
1120,559,negative,0,negative,giving less battery backup,PHONE
1122,560,negative,0,negative,it has heating issue..,PHONE
1121,560,negative,0,positive,Mobile is very good,GENERAL_FEEDBACK
1124,561,negative,0,negative,Bad gorilla glass,PHONE
1125,561,negative,0,negative,Screen quality is not good,PHONE
1123,561,negative,0,negative,Screen is not antiscratch,PHONE
1128,562,negative,0,positive,Other features are good.,GENERAL_FEEDBACK
1127,562,negative,0,negative,Depth focussing camera is not effective as expected.,PHONE
1126,562,negative,0,negative,"Worst Battery Backup, Comes for only 6 hrs.",PHONE
1129,563,positive,1,positive,Nice mobile CPU is very best.,PHONE
1130,564,negative,0,positive,Nice Sound Clarity on speaker as well as earphone.,PHONE
1131,564,negative,0,positive,it runs pretty smooth.,PHONE
1132,564,negative,0,negative,the gets heated even on normal uses or while while charging.,PHONE
1133,564,negative,0,negative,"The Dual Rear Camera is of No Use, It gives a fake bokeh effect.",PHONE
1134,564,negative,0,negative,"It aslo consumes the battery very fast, The 4000 mAH battery will hardly last for 1 day",PHONE
1135,564,negative,0,positive,Screen clarity is good.,PHONE
1136,565,negative,0,negative,Very poor graphics,PHONE
1137,566,positive,1,positive,User friendly,GENERAL_FEEDBACK
1138,567,negative,0,negative,Bekar ha .....mat lo,GENERAL_FEEDBACK
1139,568,positive,1,positive,Good product,GENERAL_FEEDBACK
1140,569,negative,0,negative,no headphone inside the pack,INFRASTRUCTURE
1141,570,negative,0,negative,Phone is not good.,GENERAL_FEEDBACK
1142,570,negative,0,negative,Bettery and charging problem occurred after 3 to 4 month.,PHONE
1143,570,negative,0,negative,No response from service center.,INFRASTRUCTURE
1144,571,negative,0,negative,security fingerprint and pattern no working,PHONE
1145,571,negative,0,negative,charging very slow,PHONE
1147,572,positive,1,positive,Great phone with nice specs.,GENERAL_FEEDBACK
1146,572,positive,1,positive,Till now had no problems.,GENERAL_FEEDBACK
1148,573,positive,1,positive,Good product,GENERAL_FEEDBACK
1149,574,negative,0,negative,Charging problem,PHONE
1150,574,negative,0,negative,camera mistake,PHONE
1151,575,negative,0,negative,OVER HEATING ON SIMPLE USE,PHONE
1152,575,negative,0,negative,BATTERY DRAINING FAST,PHONE
1153,575,negative,0,negative,Worst product,GENERAL_FEEDBACK
1154,575,negative,0,negative,POOR QUALITY Camera,PHONE
1157,576,negative,0,negative,Charger not working...,PHONE
1156,576,negative,0,negative,Amazon service very bad...,INFRASTRUCTURE
1155,576,negative,0,positive,Mobile is fine..,GENERAL_FEEDBACK
1158,577,positive,1,positive,perfect selfie phone,PHONE
1159,578,negative,0,negative,It gets very hot while using.,PHONE
1160,578,negative,0,negative,Cast (screen mirror) doesn't work.,PHONE
1161,578,negative,0,negative,Bluetooth is also disturbing.,PHONE
1162,578,negative,0,negative,Touch screen is not as sensitive as it should be,PHONE
1163,578,negative,0,negative,Display got broken very early with in two months of use.,PHONE
1164,578,negative,0,negative,Voice clarity not good,PHONE
1165,578,negative,0,negative,speakers are very normal and sound is low.,PHONE
1166,579,negative,0,negative,Not too good,GENERAL_FEEDBACK
1167,580,negative,1,positive,All good,GENERAL_FEEDBACK
1168,580,negative,1,negative,fingerprint sensor not working sometime..,PHONE
1169,581,negative,0,negative,you can't return.,INFRASTRUCTURE
1170,581,negative,0,negative,Getting heat up very soon not satisfactory.,PHONE
1171,582,negative,1,negative,Good but not best,GENERAL_FEEDBACK
1172,583,negative,0,negative,Battery drains,PHONE
1173,583,negative,0,negative,earphone connector issue,PHONE
1174,584,positive,1,positive,Nice mobile,GENERAL_FEEDBACK
1176,585,negative,0,negative,camera is not good not even equal to 8mp.,PHONE
1175,585,negative,0,negative,Phone is very heavy,PHONE
1177,586,positive,1,positive,ExCellent and superb phone.,GENERAL_FEEDBACK
1178,587,positive,1,positive,split window for multitasking,PHONE
1179,587,positive,1,positive,dedicated memory card slot,PHONE
1180,587,positive,1,positive,dedicated music button,PHONE
1181,587,positive,1,positive,"Duel camera, front 13mp camera, back and front flash",PHONE
1182,588,positive,1,positive,This is a awesome phone.,GENERAL_FEEDBACK
1183,589,negative,0,negative,Battery get draining very fast....,PHONE
1186,590,positive,1,negative,I receive only 1 turbo charger in the box..but not receive 2 turbo charger..,INFRASTRUCTURE
1185,590,positive,1,positive,best phone by amazon in this range .,GENERAL_FEEDBACK
1184,590,positive,1,positive,Phone is nice working .,GENERAL_FEEDBACK
1187,591,negative,0,negative,I got a repacked product.,INFRASTRUCTURE
1188,591,negative,0,negative,its heating and battery doesn't last a day.,PHONE
1189,591,negative,0,positive,"The Dolby Atmos and music key, notification LED is good",PHONE
1190,592,negative,0,negative,Stopped getting charged.,PHONE
1191,592,negative,0,negative,After 7 months its getting problem in phone.,GENERAL_FEEDBACK
1192,593,negative,0,positive,I like,GENERAL_FEEDBACK
1193,593,negative,0,negative,heating problem,PHONE
1194,594,negative,0,negative,"Hard ware button, stopped suddenly",PHONE
1196,595,negative,0,negative,No head set/earphone supplied with this phone.,INFRASTRUCTURE
1195,595,negative,0,negative,Touch is tacky and have very slow response,PHONE
1197,596,positive,1,positive,Good,GENERAL_FEEDBACK
1198,597,negative,0,negative,Pathetic product,GENERAL_FEEDBACK
1199,597,negative,0,negative,low grade performance,PHONE
1200,597,negative,0,negative,too much heating with phone,PHONE
1201,598,negative,0,negative,Keyboard opening problem,PHONE
1202,598,negative,0,negative,navigation button problem,PHONE
1203,599,positive,1,positive,Low price best mobile,GENERAL_FEEDBACK
1206,600,negative,0,negative,Accessing data/internet is a nightmare.,PHONE
1207,600,negative,0,negative,AMAZON did not allow me to return this product giving some absurd excuses.,INFRASTRUCTURE
1204,600,negative,0,negative,Worst product I have received ever from AMAZON.,GENERAL_FEEDBACK
1205,600,negative,0,negative,It is a completely defective.,GENERAL_FEEDBACK
1208,601,negative,0,negative,Very bad experience,GENERAL_FEEDBACK
1209,602,positive,1,positive,No camera problem,PHONE
1210,602,positive,1,positive,No charging problem,PHONE
1211,602,positive,1,positive,Good sound.. good call quality.. good picture quality,PHONE
1212,602,positive,1,positive,No heating problem,PHONE
1213,602,positive,1,positive,amazing experience with lenevo K8 note,GENERAL_FEEDBACK
1215,603,negative,0,negative,lenovo is still not taking action.,INFRASTRUCTURE
1214,603,negative,0,negative,After oreo update this mobile perfomance is really bad,PHONE
1216,604,negative,0,negative,the battery issue is the biggest corn,PHONE
1217,604,negative,0,negative,its lags most of the time,PHONE
1218,605,positive,1,positive,Nice phone,GENERAL_FEEDBACK
1219,605,positive,1,positive,Great speed,PHONE
1227,606,negative,0,negative,Battery back about 8 hours,PHONE
1226,606,negative,0,negative,Rear camera (5MP) is the worst.,PHONE
1224,606,negative,0,positive,Scratch proof screen.,PHONE
1225,606,negative,0,negative,Lenovo update does not works properly.,PHONE
1222,606,negative,0,positive,Front and rear (13 MP) camera excellent,PHONE
1223,606,negative,0,positive,processor Speed good,PHONE
1221,606,negative,0,positive,Fantastic display,PHONE
1220,606,negative,0,negative,mobile heated up and battery drains in just 2 hours of use,PHONE
1228,607,positive,1,positive,Once charged battery remains charged for 2 days.,PHONE
1229,607,positive,1,positive,Sound is very clear and best for music.,PHONE
1230,607,positive,1,positive,Picture quality is awesome.,PHONE
1231,608,negative,0,negative,In description it mention for two turbo charger but I got only one charger.,INFRASTRUCTURE
1232,609,negative,0,negative,No call recorder in this phone nor any other app of call recorder is performing in this phone.,PHONE
1233,609,negative,0,positive,Else this phone is good.,GENERAL_FEEDBACK
1234,610,positive,1,positive,Probably the best at it's price....,GENERAL_FEEDBACK
1235,611,negative,0,negative,Heating when playing games,PHONE
1236,611,negative,0,negative,Camera is not working properly,PHONE
1237,611,negative,0,negative,phone is losing battery very fast,PHONE
1238,612,negative,0,negative,Total battery drain within 4 to 5 hours.,PHONE
1239,612,negative,0,negative,device is too heat during charging & net using.,PHONE
1240,612,negative,0,negative,wrost camera quality.,PHONE
1241,612,negative,0,negative,Total Waste of Money.,GENERAL_FEEDBACK
1242,612,negative,0,negative,Fake 4000 mah battery.,PHONE
1243,613,negative,0,negative,worst phone getting heat like anything,PHONE
1244,613,negative,0,negative,battery performance is worst.,PHONE
1246,614,negative,0,negative,Model not supported by Airtel For 4G APN.,PHONE
1245,614,negative,0,negative,Not worth.,GENERAL_FEEDBACK
1247,615,negative,0,negative,I am not able to download invoice copy,INFRASTRUCTURE
1248,616,negative,0,positive,Phone is very good,GENERAL_FEEDBACK
1249,616,negative,0,negative,camera is average not as I expected,PHONE
1250,617,negative,0,negative,Very fast heating phone.,PHONE
1251,617,negative,0,negative,We can prepare omlet in that heat.,PHONE
1252,617,negative,0,positive,Otherwise well and good compare to other phones.,GENERAL_FEEDBACK
1254,618,positive,1,negative,camera quality of dslr mode is not so good,PHONE
1255,618,positive,1,positive,Nice with 4000 mh,PHONE
1253,618,positive,1,positive,all configuration is well .... Good,PHONE
1256,619,negative,0,negative,Quite disappointed with the product.,GENERAL_FEEDBACK
1257,619,negative,0,negative,there were many flaws in the handset.,GENERAL_FEEDBACK
1258,620,positive,1,positive,Amazing camera excellent pixel,PHONE
1259,621,negative,0,negative,It's heating a lot... Over heat...,PHONE
1260,621,negative,0,negative,Its take a very long time to full it's battery like 6 to 7 hours,PHONE
1261,621,negative,0,negative,Turbo charger is not working..,PHONE
1262,621,negative,0,negative,Battery backup is not good...,PHONE
1264,622,positive,1,positive,Good battery life,PHONE
1263,622,positive,1,positive,nic look,PHONE
1265,623,positive,1,positive,Very nice phone,GENERAL_FEEDBACK
1266,624,negative,0,negative,Worst waste of money totaly,GENERAL_FEEDBACK
1267,625,negative,0,negative,worst product got a defective piece,INFRASTRUCTURE
1268,625,negative,0,negative,even the replacement piece was defective.,INFRASTRUCTURE
1269,626,positive,1,positive,"Good product, camera quality and sound quality is quite good.",PHONE
1270,626,positive,1,positive,Overall the product is value for money in this range.,GENERAL_FEEDBACK
1271,627,negative,0,negative,Battery back-up is very very poor..,PHONE
1272,628,positive,1,positive,VERY NICE,GENERAL_FEEDBACK
1273,629,negative,1,negative,No satisfactory,GENERAL_FEEDBACK
1274,630,negative,0,negative,it takes 10 hrs to charge.,PHONE
1275,630,negative,0,positive,Though overall phone is good,GENERAL_FEEDBACK
1276,631,positive,1,positive,Good,GENERAL_FEEDBACK
1277,632,positive,0,positive,Nice phone in this range.,GENERAL_FEEDBACK
1278,632,positive,0,positive,battery backup is excellent.,PHONE
1279,632,positive,0,positive,Camera quality is very good,PHONE
1280,633,positive,1,positive,THE MOBILE WAS AWESOME AND THE PICS WHICH ARE CAPTURED ARE SUPERB,PHONE
1281,633,positive,1,negative,ONE DRAWBACK IS IT GETS SLIGHTLY HEATED WHILE CHARGING,PHONE
1282,634,negative,0,negative,Bad camera quality,PHONE
1283,634,negative,0,negative,"1-2 very Nero dot in screen ,I think it's manufacturing mistake",PHONE
1284,635,positive,1,positive,Suoerrr,GENERAL_FEEDBACK
1285,636,negative,1,negative,Bill,GENERAL_FEEDBACK
1286,637,positive,1,positive,Very nice,GENERAL_FEEDBACK
1289,638,negative,0,negative,Camera very poor quality.,PHONE
1287,638,negative,0,positive,nothing seems best apart from memory,PHONE
1288,638,negative,0,negative,Not advised to waste money in the phone.,GENERAL_FEEDBACK
1290,639,positive,1,positive,Great phone,GENERAL_FEEDBACK
1291,640,negative,0,negative,It's lagging,PHONE
1292,640,negative,0,negative,doesn't work like a decacore processor,PHONE
1293,641,positive,1,positive,Good,GENERAL_FEEDBACK
1294,642,positive,1,positive,very nice. I am complete satisfied.,GENERAL_FEEDBACK
1295,643,positive,1,positive,Good mobile,GENERAL_FEEDBACK
1298,644,positive,1,positive,Performance is best for gaming,PHONE
1297,644,positive,1,positive,Barry backup also superb,PHONE
1296,644,positive,1,positive,Overall performance is good,PHONE
1299,645,negative,0,negative,Battery drains faster,PHONE
1300,645,negative,0,negative,Rear camera isn't that good (whitish images),PHONE
1301,645,negative,0,negative,Lags while gaming,PHONE
1302,645,negative,0,negative,Heats up while playing games,PHONE
1303,645,negative,0,negative,Too heavy (180gms),PHONE
1304,646,negative,0,negative,Phone is very heating...,PHONE
1305,646,negative,0,positive,otherwise ok...,GENERAL_FEEDBACK
1306,646,negative,0,positive,delivery very fast....,INFRASTRUCTURE
1307,647,positive,1,positive,Nice,GENERAL_FEEDBACK
1308,648,negative,0,negative,"Not satisfied, as the phone is getting heated very quickly",PHONE
1309,648,negative,0,negative,the battery is not like a 4000maH which was also such a disappointment.,PHONE
1310,648,negative,0,positive,Storage and speed is very good.,PHONE
1311,649,negative,0,negative,Very poor Ram.,PHONE
1312,649,negative,0,negative,Dual Camera feature is like fake feature.,PHONE
1313,649,negative,0,positive,I like speed and other features,PHONE
1314,650,negative,0,negative,One speaker not working,PHONE
1316,651,positive,1,positive,osm looking,PHONE
1315,651,positive,1,positive,Good product,GENERAL_FEEDBACK
1317,652,positive,1,positive,Best deals,INFRASTRUCTURE
1318,653,positive,1,positive,true killer of Redmi Note4,GENERAL_FEEDBACK
1319,653,positive,1,positive,Amazing phone,GENERAL_FEEDBACK
1320,654,positive,1,positive,Nice sound effects,PHONE
1321,654,positive,1,positive,Nice camera at this cost,PHONE
1322,654,positive,1,positive,New look,PHONE
1323,654,positive,1,negative,the only problem I facing is Battery,PHONE
1324,655,positive,1,positive,Mobile performance Very good,PHONE
1327,656,negative,0,negative,It takes much time to focus..,PHONE
1328,656,negative,0,negative,depth capture not working properly...,PHONE
1325,656,negative,0,negative,In low light the camera performance is very poor..,PHONE
1326,656,negative,0,negative,Battery draining very fast..,PHONE
1329,657,positive,1,positive,One of the best phone in the market with an excellent affordable price..,GENERAL_FEEDBACK
1330,657,positive,1,positive,The features are excellent,GENERAL_FEEDBACK
1331,658,negative,0,negative,network problem comes total motherboard change.,PHONE
1332,659,negative,0,negative,The battery drain is absolutely horrible.,PHONE
1333,659,negative,0,negative,customer service run some kind of diagnostic on it and declare that the battery is fine,INFRASTRUCTURE
1335,660,negative,0,negative,Not receiving the signal properly.,PHONE
1336,660,negative,0,negative,cameras are not of good quality.,PHONE
1334,660,negative,0,negative,Antenna is very poor.,PHONE
1337,661,positive,1,positive,Very good and powerful phone.,GENERAL_FEEDBACK
1338,662,negative,0,negative,camera lence coverd with dust,PHONE
1339,662,negative,0,negative,battery draning fastly,PHONE
1340,662,negative,0,negative,TURBO CHARGER IS NOT LIKE TURBO,PHONE
1341,662,negative,0,negative,heating issue,PHONE
1342,662,negative,0,negative,notification light didn't blink,PHONE
1345,663,positive,1,positive,Camera superb.,PHONE
1343,663,positive,1,positive,Got 3 updates from lenovo within 1month.,INFRASTRUCTURE
1344,663,positive,1,positive,mobile is ok.,GENERAL_FEEDBACK
1346,664,positive,1,positive,It's a great phone so far !!,GENERAL_FEEDBACK
1347,665,negative,0,negative,it is not meeting my expectations,GENERAL_FEEDBACK
1348,666,negative,1,negative,WiFi connection problems,PHONE
1349,666,negative,1,negative,battery backup problem,PHONE
1350,667,positive,1,positive,Loved it,GENERAL_FEEDBACK
1351,668,negative,0,negative,Not satisfied,GENERAL_FEEDBACK
1352,669,negative,0,positive,Display & speaker are good.,PHONE
1353,669,negative,0,negative,It takes around 5 hrs to full charge.,PHONE
1354,669,negative,0,negative,Chrger is not turbo charger.,PHONE
1355,669,negative,0,negative,Battery is getting heat while using download/ apps.,PHONE
1356,669,negative,0,negative,Has latest features but not working properly.,GENERAL_FEEDBACK
1357,670,positive,1,positive,Amazing phone,GENERAL_FEEDBACK
1358,671,positive,1,positive,Good product,GENERAL_FEEDBACK
1359,672,negative,0,negative,Not good,GENERAL_FEEDBACK
1360,672,negative,0,negative,battery drains very fast,PHONE
1361,673,positive,1,positive,camera good,PHONE
1362,673,positive,1,positive,Best mobile,GENERAL_FEEDBACK
1363,674,negative,0,negative,It is a worst phone.,GENERAL_FEEDBACK
1364,674,negative,0,negative,There is signal issue with this phone.,PHONE
1365,674,negative,0,negative,battery consumption very high.,PHONE
1366,675,negative,0,negative,Not good,GENERAL_FEEDBACK
1370,676,negative,0,positive,The only plus is that it is not a hybrid sim,PHONE
1369,676,negative,0,negative,Little lagging in the games,PHONE
1367,676,negative,0,negative,not worth the money,GENERAL_FEEDBACK
1368,676,negative,0,negative,Poor camera quality,PHONE
1371,677,negative,0,negative,"Inspite of visit 7 times to service center, still the problem is not resolved.",INFRASTRUCTURE
1372,677,negative,0,negative,Don't buy this phone.,GENERAL_FEEDBACK
1373,677,negative,0,negative,Waste of money.,GENERAL_FEEDBACK
1374,678,negative,0,positive,Hardware is ultimate,PHONE
1375,678,negative,0,negative,It heats up while charging,PHONE
1376,678,negative,0,negative,basic options are missing,PHONE
1377,678,negative,0,negative,customization options are totally zero,PHONE
1378,678,negative,0,positive,configruation is gr8,PHONE
1379,678,negative,0,negative,UI is very poor,PHONE
1380,679,positive,1,positive,Good phone,GENERAL_FEEDBACK
1381,680,positive,1,positive,Best phone i ever used,GENERAL_FEEDBACK
1382,681,positive,1,positive,Excellent,GENERAL_FEEDBACK
1389,682,negative,1,negative,it completely stop,PHONE
1387,682,negative,1,positive,it is a great phone,GENERAL_FEEDBACK
1386,682,negative,1,negative,gpu performance is slightly lower,PHONE
1388,682,negative,1,negative,some heat up issues,PHONE
1384,682,negative,1,positive,battery lasts about 1 day for heavy users,PHONE
1385,682,negative,1,negative,ram management is poor,PHONE
1383,682,negative,1,negative,some bugs in ui,PHONE
1390,683,negative,0,negative,wrost phone from Lenovo,GENERAL_FEEDBACK
1391,683,negative,0,negative,batteryis heating a lot,PHONE
1392,684,negative,0,negative,Worst product ever brought,GENERAL_FEEDBACK
1393,684,negative,0,negative,It claims rapid charging but is the slowest I have ever experienced.,PHONE
1394,684,negative,0,negative,Claims Dolby Atmos sound but is not loud enough,PHONE
1395,684,negative,0,negative,Heating issues.,PHONE
1397,685,negative,0,negative,issu about sound system ring tone not to be ring properly,PHONE
1396,685,negative,0,negative,Not attacheing Headphone,PHONE
1398,686,positive,1,positive,Its good,GENERAL_FEEDBACK
1399,686,positive,1,negative,looking too big,PHONE
1400,687,negative,0,negative,Camera quality,PHONE
1401,687,negative,0,negative,Turbo discharging battery,PHONE
1402,687,negative,0,negative,earphone Jack (Not even fitting and one side is not working,PHONE
1403,687,negative,0,negative,Never buy this phone.,GENERAL_FEEDBACK
1404,688,negative,0,negative,"Discharged with in 6 hours with out playings games, browsing internet",PHONE
1406,689,negative,1,negative,I received foulty piece,INFRASTRUCTURE
1405,689,negative,1,positive,Mob. Is so good for handling,PHONE
1407,689,negative,1,negative,mob getting heat n battery rapidly down,PHONE
1408,690,negative,0,negative,Audio output from headphones is very low and bad quality.,PHONE
1409,691,negative,1,negative,it is getting heated after some time,PHONE
1410,692,negative,1,negative,average phone.,GENERAL_FEEDBACK
1411,692,negative,1,negative,dual cam with deep mode but not working properly.,PHONE
1412,693,negative,0,negative,service to kuch aur hi level ka hai pura akdom ghatiya,INFRASTRUCTURE
1413,693,negative,0,negative,Faltu Baker phone,GENERAL_FEEDBACK
1414,694,negative,0,positive,Just good handset,GENERAL_FEEDBACK
1415,694,negative,0,negative,bulky and stupid design.,PHONE
1416,695,positive,1,positive,It's amazing mbl,GENERAL_FEEDBACK
1417,695,positive,1,positive,camera was so nice,PHONE
1418,695,positive,1,positive,it's really good phone...,GENERAL_FEEDBACK
1419,696,negative,0,negative,display quality is not good...,PHONE
1420,697,negative,1,negative,The battery charging is taking a lot of time,PHONE
1421,697,negative,1,negative,Not up to expected,GENERAL_FEEDBACK
1422,698,negative,0,negative,Charger stopped working in just 1 month,PHONE
1423,699,positive,1,positive,It's good phone.,GENERAL_FEEDBACK
1425,700,negative,0,negative,Amazon is not ready to help.,INFRASTRUCTURE
1426,700,negative,0,negative,I lost my money,GENERAL_FEEDBACK
1424,700,negative,0,negative,Facing Network issue with this phone.,PHONE
1427,701,negative,0,positive,Mobile is very nice,GENERAL_FEEDBACK
1428,701,negative,0,negative,charging is very deley 1. Hr 20 %,PHONE
1434,702,positive,1,positive,Display quality too good.,PHONE
1429,702,positive,1,positive,Sound quality good.,PHONE
1430,702,positive,1,positive,Camera best,PHONE
1431,702,positive,1,negative,Flash poor.,PHONE
1432,702,positive,1,positive,Battery backup good.,PHONE
1433,702,positive,1,positive,Fast charging.,PHONE
1439,703,negative,0,negative,not upto mark.,GENERAL_FEEDBACK
1438,703,negative,0,negative,Getting heated.,PHONE
1435,703,negative,0,negative,few application are getting hang on few occasions.,PHONE
1436,703,negative,0,negative,I wish to return the product,INFRASTRUCTURE
1437,703,negative,0,negative,Charging does not look like turbo.,PHONE
1440,704,positive,1,positive,Excellent,GENERAL_FEEDBACK
1441,705,negative,0,negative,required Head Phone and Screen Card,PHONE
1442,706,negative,0,negative,Hotport not properly,PHONE
1443,707,negative,0,negative,slow charging.,PHONE
1444,707,negative,0,negative,both camera not support ata a time.,PHONE
1445,708,positive,1,positive,Very good set,GENERAL_FEEDBACK
1447,709,negative,0,negative,Internal memory to external memory file transfers and vice-versa taking too much time.,PHONE
1448,709,negative,0,negative,can't get calls if phone in idle for 5 mins.,PHONE
1446,709,negative,0,negative,Worst product which is poor at signal strength of any network.,PHONE
1449,710,positive,1,positive,Working is super,GENERAL_FEEDBACK
1450,711,positive,1,positive,Excellent mobile device !! Works superbly,GENERAL_FEEDBACK
1451,712,negative,0,negative,camera is very poor,PHONE
1452,712,negative,0,negative,no updation this Lenovo k8 note camera features very very bad,PHONE
1453,712,negative,0,negative,overall no good....very bad,GENERAL_FEEDBACK
1454,712,negative,0,positive,battery backup is very good...,PHONE
1455,713,positive,1,positive,Good phone and good camera too,PHONE
1458,714,negative,0,negative,The bill I got was so blurred that service centre people refuse to accept it.,INFRASTRUCTURE
1457,714,negative,0,negative,I got new phone which is creating problem after 15 days.,GENERAL_FEEDBACK
1456,714,negative,0,negative,I had ordered this phone which was creating problem.,GENERAL_FEEDBACK
1459,715,negative,1,negative,Having a problem with Bluetooth,PHONE
1460,716,negative,0,negative,Wrost phone and there is no service support at all.,INFRASTRUCTURE
1461,716,negative,0,negative,if you accidentally broke you screen it will cost you around 8000rs.,INFRASTRUCTURE
1462,716,negative,0,negative,there is also second Sim sms issue there.,PHONE
1463,717,negative,0,negative,Turbocharger is not working,PHONE
1464,717,negative,0,negative,heating problem,PHONE
1465,718,positive,1,positive,Perfect one....,GENERAL_FEEDBACK
1466,719,positive,1,positive,Grt phone,GENERAL_FEEDBACK
1467,719,positive,1,positive,good service from Amazon,INFRASTRUCTURE
1468,720,negative,0,negative,It's heated Everytime I use it.,PHONE
1469,721,negative,0,negative,Not support in call recording app,PHONE
1470,722,positive,1,positive,Lenovo k8 note is very good,GENERAL_FEEDBACK
1471,722,positive,1,positive,It is very advanced,GENERAL_FEEDBACK
1472,723,negative,0,negative,Camera is also not better,PHONE
1473,723,negative,0,negative,phone is hanging while using internet,PHONE
1474,723,negative,0,negative,Low battery backup,PHONE
1475,723,negative,0,positive,build quality is good and very attractive.,PHONE
1476,724,positive,1,positive,Awesome,GENERAL_FEEDBACK
1477,725,positive,1,positive,Amazing phone.,GENERAL_FEEDBACK
1479,726,negative,0,negative,Suddenly mobile screen will become black without any display,PHONE
1478,726,negative,0,negative,Battery not getting good charged properly.,PHONE
1480,727,positive,1,positive,Good,GENERAL_FEEDBACK
1481,728,positive,1,positive,Best product handy to use with good performance after updates,PHONE
1482,729,positive,1,positive,Awesome phone.. smooth performance.. camera is also good...,PHONE
1483,729,positive,1,negative,But battery could be better...,PHONE
1484,730,negative,1,negative,My email voice bill,GENERAL_FEEDBACK
1485,731,positive,1,positive,Nice phn,GENERAL_FEEDBACK
1486,732,negative,1,negative,Charger is so slow charging to phone,PHONE
1487,732,negative,1,negative,The charger take 7to 8 hours full charging to phone,PHONE
1490,733,positive,1,positive,battery backup awesome,PHONE
1489,733,positive,1,negative,please impore the camera setting and plz gives the updates,PHONE
1488,733,positive,1,positive,Very superb lenovo k8,GENERAL_FEEDBACK
1491,734,negative,0,negative,Mobile goes to very heat,PHONE
1492,734,negative,0,negative,"not user friendly, like no speed dial, no screenshot",PHONE
1493,734,negative,0,negative,fast discharging,PHONE
1494,734,negative,0,negative,can't send via Bluetooth,PHONE
1495,735,positive,1,positive,very good prdt,GENERAL_FEEDBACK
1496,736,positive,1,negative,Camera quality was not up to given standards,PHONE
1497,736,positive,1,positive,Very impressed with fast charging as well as battery backup.,PHONE
1498,736,positive,1,positive,Wothy mobile at this price,GENERAL_FEEDBACK
1499,737,positive,1,positive,Battery drains fast but after a software update it's ok now,PHONE
1500,737,positive,1,positive,chipset is way powerfull,PHONE
1501,737,positive,1,positive,very good selfie camera,PHONE
1502,737,positive,1,negative,Camera's depth sensing is not that good,PHONE
1503,738,negative,0,negative,Worst product....screen cast won't work which is a basic feature,PHONE
1504,739,positive,1,positive,Yes,GENERAL_FEEDBACK
1506,740,negative,0,negative,cost Rs.4500 waste of money,GENERAL_FEEDBACK
1505,740,negative,0,negative,Delicate. Screen was broken,PHONE
1512,741,negative,0,negative,phone have serious bugs in camera depth mode,PHONE
1511,741,negative,0,negative,Lenovo is lazy in terms of providing updates .,INFRASTRUCTURE
1510,741,negative,0,negative,background app crashes,PHONE
1508,741,negative,0,positive,phone is good in terms of design and screen,PHONE
1507,741,negative,0,positive,stock android is a bonus.,PHONE
1509,741,negative,0,negative,slow motion video is pathetic,PHONE
1513,742,positive,1,positive,Worth to use online usage,GENERAL_FEEDBACK
1514,743,negative,0,negative,I was very much disappointed that Lenovo k8 Note doesn't provide Dolby Atmos Surround sound AT ALL.,PHONE
1515,743,negative,0,negative,Come back again with dual Front facing Speakers as Lenovo k4 which has excellent Dolby Atmos experience.,PHONE
1516,743,negative,0,negative,"using top branded Headphone, did not give much difference between 'With Dolby Atmos' and 'Without Dolby Atmos' option.",PHONE
1517,744,positive,1,positive,Good mobile for the price,GENERAL_FEEDBACK
1518,745,positive,1,positive,Till date excellent product,GENERAL_FEEDBACK
1519,746,negative,0,negative,Waste mobile no signal in mobile,PHONE
1521,747,negative,0,negative,it immediately showing blur screen and not a single button works.,PHONE
