row_id,review_id,overall_sentiment,ground_truth_sentiment,aspect_sentiment,aspect_summary,high_category,main_category
2123,1042,positive,1,positive,Good,GENERAL_FEEDBACK,OVERALL SATISFACTION
2124,1043,negative,0,negative,If u r music lover don't buy this phone,PHONE,AUDIO
2125,1044,negative,0,negative,battery backup is not good,PHONE,BATTERY
2126,1044,negative,0,positive,Phone is good,GENERAL_FEEDBACK,OVERALL SATISFACTION
2127,1045,positive,1,positive,Really awesome product,GENERAL_FEEDBACK,OVERALL SATISFACTION
2128,1046,negative,1,negative,Battery pick up,PHONE,BATTERY
2129,1047,positive,1,positive,Good,GENERAL_FEEDBACK,OVERALL SATISFACTION
2130,1048,negative,0,negative,battery is draining rapidly,PHONE,BATTERY
2131,1048,negative,0,negative,The phone is hanging maximum times,PHONE,PERFORMANCE
2137,1049,negative,0,negative,The battery life is utter nuisance.,PHONE,BATTERY
2136,1049,negative,0,negative,It does get warm while charging and playing games but nothing unbearable.,PHONE,BATTERY
2135,1049,negative,0,positive,The software experience is just fantastic.,PHONE,SOFTWARE
2133,1049,negative,0,negative,"If u r willing to purchase it for its battery, please stay away.",PHONE,BATTERY
2132,1049,negative,0,positive,The performance of the phone is very good.,PHONE,PERFORMANCE
2134,1049,negative,0,negative,The portrait mode is just ok. Nothing exceptional.,PHONE,CAMERA
2138,1050,negative,0,negative,dual camera is not working.,PHONE,CAMERA
2139,1050,negative,0,negative,performance is lesser than the phone having four core processor.,PHONE,PERFORMANCE
2140,1050,negative,0,negative,Look and feel is total LOW QUALITY PHONE.,PHONE,DESIGN
2141,1050,negative,0,negative,All the application suddenly stops working while using it.,PHONE,PERFORMANCE
2142,1051,negative,0,negative,some lag in gaming.,PHONE,PERFORMANCE
2143,1051,negative,0,negative,camera not perform well.,PHONE,CAMERA
2144,1051,negative,0,negative,little costly.,GENERAL_FEEDBACK,PRICE & VALUE
2145,1052,positive,0,positive,Good,GENERAL_FEEDBACK,OVERALL SATISFACTION
2146,1053,positive,1,positive,Good phone and Excellent features for this price.,GENERAL_FEEDBACK,PRICE & VALUE
2147,1054,negative,0,negative,It's not worth for this.,GENERAL_FEEDBACK,PRICE & VALUE
2148,1054,negative,0,negative,Lenonvo is worst company they give a fake ads.,INFRASTRUCTURE,POLICY CLARITY & TRUSTWORTHINESS
2149,1054,negative,0,negative,It's worst phone.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2150,1055,negative,0,negative,Bad phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
2154,1056,negative,0,negative,i really had a bad experience with Phone and service center people.,INFRASTRUCTURE,CUSTOMER SUPPORT
2153,1056,negative,0,negative,Its not a WATER REPELLENT PHONE.,PHONE,DESIGN
2151,1056,negative,0,negative,Its got Heating Problem.,PHONE,BATTERY
2152,1056,negative,0,negative,the 5 MP Back camera is a Drawback.,PHONE,CAMERA
2155,1057,negative,0,negative,not satisfied,GENERAL_FEEDBACK,OVERALL SATISFACTION
2156,1058,negative,0,negative,Waste of money,GENERAL_FEEDBACK,PRICE & VALUE
2157,1058,negative,0,negative,Worst phone ever seen for that price range.,GENERAL_FEEDBACK,PRICE & VALUE
2158,1059,positive,1,positive,Very good,GENERAL_FEEDBACK,OVERALL SATISFACTION
2159,1060,negative,0,negative,IT DOES NOT HAVE SCREEN MIRROR FEATURE.,PHONE,SOFTWARE
2169,1061,positive,0,positive,Battery backup close to 2 days approximately.,PHONE,BATTERY
2168,1061,positive,0,positive,Hardware is really awesome.,PHONE,PERFORMANCE
2167,1061,positive,0,positive,Turbo charge great as expected.,PHONE,BATTERY
2166,1061,positive,0,positive,Camera HDR feature really capture detailed images.,PHONE,CAMERA
2165,1061,positive,0,positive,Dual separate Nano Sim slot and additionally it has separate memory card slot.,PHONE,DESIGN
2161,1061,positive,0,negative,"Call management is really difficult, need to download apps from play store.",PHONE,SOFTWARE
2163,1061,positive,0,negative,Cast screen option is only supported with chrome cast device.,PHONE,SOFTWARE
2162,1061,positive,0,positive,Design of this phone is an absolute killer.,PHONE,DESIGN
2160,1061,positive,0,negative,software needs lots of customization.,PHONE,SOFTWARE
2164,1061,positive,0,positive,Fingerprint sensor response time is very faster.,PHONE,PERFORMANCE
2170,1062,positive,1,positive,Perfect mobile in this budget,GENERAL_FEEDBACK,PRICE & VALUE
2171,1063,negative,0,negative,Mobile overheating,PHONE,BATTERY
2172,1063,negative,0,negative,not backup in battery,PHONE,BATTERY
2173,1064,positive,1,positive,Overall nice performance..,PHONE,PERFORMANCE
2174,1065,positive,1,positive,Very Comely phone...Great!!!,GENERAL_FEEDBACK,OVERALL SATISFACTION
2175,1066,negative,0,negative,custom ringtone ka option nahi he.,PHONE,SOFTWARE
2176,1066,negative,0,negative,some time mobile volume key not working.,PHONE,DESIGN
2177,1066,negative,0,positive,front camera good and rear camera good.,PHONE,CAMERA
2178,1066,negative,0,negative,mobile network issue.,PHONE,CONNECTIVITY
2179,1067,positive,1,positive,Have a wonderfull feed back from my friend.,GENERAL_FEEDBACK,BRAND TRUST & REPUTATION
2180,1068,negative,0,negative,Jio SIM network issue.,PHONE,CONNECTIVITY
2181,1068,negative,0,negative,the calls are not getting some time.,PHONE,CONNECTIVITY
2186,1069,positive,1,negative,Earphones not available.,INFRASTRUCTURE,DELIVERY
2185,1069,positive,1,positive,Camera blurring effect.,PHONE,CAMERA
2183,1069,positive,1,positive,4Gb ram enough for multitasking.,PHONE,PERFORMANCE
2182,1069,positive,1,negative,Must be gorilla Glass.,PHONE,DISPLAY
2184,1069,positive,1,positive,Good battery life of 4000mah.,PHONE,BATTERY
2187,1070,negative,0,negative,The product I received is defective.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2188,1070,negative,0,negative,the steps for returning the product is not proper on Amazon.,INFRASTRUCTURE,RETURNS & EXCHANGES
2189,1070,negative,0,negative,Left speaker is not working.,PHONE,AUDIO
2191,1071,negative,0,negative,My phone was hanged and completely dead.,PHONE,PERFORMANCE
2190,1071,negative,0,negative,short life Phone.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2194,1072,positive,1,positive,since then the performance has increased.,PHONE,PERFORMANCE
2192,1072,positive,1,positive,the phone looks good.,PHONE,DESIGN
2193,1072,positive,1,positive,camera is also nice both front and back.,PHONE,CAMERA
2195,1073,positive,1,positive,Good,GENERAL_FEEDBACK,OVERALL SATISFACTION
2196,1073,positive,1,negative,Earphone missing....,INFRASTRUCTURE,DELIVERY
2197,1074,negative,0,negative,the normal speaker stops working.,PHONE,AUDIO
2198,1074,negative,0,negative,WiFi is flaky. Connection drops suddenly.,PHONE,CONNECTIVITY
2199,1074,negative,0,negative,Hangs when multiple Apps are opened.,PHONE,PERFORMANCE
2200,1074,negative,0,negative,Very poor battery.,PHONE,BATTERY
2201,1074,negative,0,negative,Poor Performance & stability in real-life.,PHONE,PERFORMANCE
2202,1075,positive,1,positive,The killer note's KILLER indeed.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2203,1076,positive,1,positive,no such lags or problems faced yet.,PHONE,PERFORMANCE
2204,1076,positive,1,positive,Overall battery performance is awesome.,PHONE,BATTERY
2205,1076,positive,1,negative,The dual camera setup is just a myth!,PHONE,CAMERA
2206,1077,negative,0,negative,the charger had stoped working.,PHONE,BATTERY
2207,1077,negative,0,negative,no complain had been taken regarding it.,INFRASTRUCTURE,CUSTOMER SUPPORT
2208,1077,negative,0,negative,worthless phone.,GENERAL_FEEDBACK,PRICE & VALUE
2210,1078,negative,0,negative,full day charging bt not complete 100%.,PHONE,BATTERY
2209,1078,negative,0,negative,charging is not 100%.,PHONE,BATTERY
2214,1079,positive,1,positive,display is good.,PHONE,DISPLAY
2213,1079,positive,1,positive,battery last for 13-14 hrs.,PHONE,BATTERY
2212,1079,positive,1,positive,due to stock android spped of mobile is excellent.,PHONE,PERFORMANCE
2211,1079,positive,1,positive,excellent reae and front camera.,PHONE,CAMERA
2215,1080,negative,0,negative,the phone quite warm.,PHONE,BATTERY
2216,1080,negative,0,negative,battery backup is not so good.,PHONE,BATTERY
2217,1081,negative,0,negative,This product is v v v v bad.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2218,1081,negative,0,negative,camera and display is v v v low quality.,PHONE,CAMERA
2219,1082,positive,1,positive,Nice n slim,PHONE,DESIGN
2220,1083,positive,1,positive,The performance is awesome.,PHONE,PERFORMANCE
2221,1083,positive,1,negative,camera is better in k8 plus.,PHONE,CAMERA
2222,1084,positive,1,positive,Very nice......,GENERAL_FEEDBACK,OVERALL SATISFACTION
2223,1085,negative,0,negative,sensors are not working,PHONE,SOFTWARE
2224,1085,negative,0,negative,Heating problem,PHONE,BATTERY
2225,1086,positive,1,positive,Good mobile set,GENERAL_FEEDBACK,OVERALL SATISFACTION
2226,1087,negative,0,negative,It's a poor quality.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2227,1087,negative,0,negative,only waste of money.,GENERAL_FEEDBACK,PRICE & VALUE
2228,1087,negative,0,negative,network issue and heating problem.,PHONE,CONNECTIVITY
2229,1088,positive,1,positive,Satisfied,GENERAL_FEEDBACK,OVERALL SATISFACTION
2230,1088,positive,1,negative,some problems compared to old mobiles in deurability.,PHONE,DESIGN
2231,1089,negative,0,negative,Waste of money..Don't buy,GENERAL_FEEDBACK,PRICE & VALUE
2232,1090,positive,1,positive,Excellent product.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2233,1091,positive,1,positive,Nice boss,GENERAL_FEEDBACK,OVERALL SATISFACTION
2234,1092,negative,0,negative,there is some heating problem.,PHONE,BATTERY
2235,1092,negative,0,negative,sometime some apps stop working.,PHONE,SOFTWARE
2236,1092,negative,0,negative,back camera is worst.,PHONE,CAMERA
2237,1092,negative,0,negative,its video play quality s worst.,PHONE,DISPLAY
2238,1092,negative,0,positive,build quality and front camera is awsome in this price range.,PHONE,DESIGN
2239,1093,positive,1,positive,Good phone.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2240,1093,positive,1,positive,Nice camera.,PHONE,CAMERA
2241,1093,positive,1,positive,Nice look.,PHONE,DESIGN
2243,1094,negative,0,negative,NOT VALUE FOR MONEY PRODUCTS.,GENERAL_FEEDBACK,PRICE & VALUE
2242,1094,negative,0,negative,Waste brand LENOVO.,GENERAL_FEEDBACK,BRAND TRUST & REPUTATION
2244,1095,negative,0,positive,Good mobile.solid build.,PHONE,DESIGN
2245,1095,negative,0,positive,Multitasking is so buttery.,PHONE,PERFORMANCE
2246,1095,negative,0,negative,Dual camera setup is just a gimmick.,PHONE,CAMERA
2247,1095,negative,0,negative,The dept mode is just waste of time and money.,PHONE,CAMERA
2248,1095,negative,0,negative,The capacitive buttons are not backlit.,PHONE,DESIGN
2249,1095,negative,0,negative,suddenly a popup raises and says Amazon app is not responding.,PHONE,SOFTWARE
2250,1095,negative,0,negative,there were frame drops while playing war robots.,PHONE,PERFORMANCE
2251,1096,positive,1,positive,Powerful phone,PHONE,PERFORMANCE
2252,1097,positive,1,positive,Nice,GENERAL_FEEDBACK,OVERALL SATISFACTION
2254,1098,positive,1,positive,fast delivery.,INFRASTRUCTURE,DELIVERY
2253,1098,positive,1,positive,reasonable price...better phone.,GENERAL_FEEDBACK,PRICE & VALUE
2255,1099,positive,1,positive,Excellent product,GENERAL_FEEDBACK,OVERALL SATISFACTION
2256,1100,negative,0,positive,Good phone..lot of improvements in camera,PHONE,CAMERA
2257,1100,negative,0,negative,notification volume is same as ring volume,PHONE,AUDIO
2258,1100,negative,0,negative,battery back up is bad,PHONE,BATTERY
2259,1100,negative,0,negative,lacks feature of restricting auto start of apps,PHONE,SOFTWARE
2260,1100,negative,0,negative,battery drains fast,PHONE,BATTERY
2261,1100,negative,0,negative,it takes almost 2 hours to full charge,PHONE,BATTERY
2262,1100,negative,0,negative,No schedule power on-off feature,PHONE,SOFTWARE
2264,1101,negative,0,negative,except the battery life,PHONE,BATTERY
2263,1101,negative,0,positive,Every thing seems good,GENERAL_FEEDBACK,OVERALL SATISFACTION
2265,1102,negative,0,negative,In status bar time is not updating properly.,PHONE,SOFTWARE
2266,1102,negative,0,negative,sound quality is bad,PHONE,AUDIO
2267,1103,negative,0,negative,k8 note has only 1 speaker at bottom,PHONE,AUDIO
2268,1103,negative,0,negative,in k8 note earphones are not provided,PHONE,AUDIO
2269,1103,negative,0,negative,k6 power's battery consumption is very less than k8 note,PHONE,BATTERY
2270,1103,negative,0,negative,it(k8 note) doesn't have functionality which k6 power already has.,PHONE,SOFTWARE
2275,1104,positive,0,negative,There is no headset that comes along with this handset.,PHONE,AUDIO
2276,1104,positive,0,negative,phone.process stopped responding and I had to restart my new phone.,PHONE,SOFTWARE
2274,1104,positive,0,positive,It's quite smooth is handling it.,PHONE,PERFORMANCE
2273,1104,positive,0,positive,"features, look, audio, camera are all good.",PHONE,SOFTWARE
2272,1104,positive,0,negative,the battery is not exactly living up to the expectations,PHONE,BATTERY
2271,1104,positive,0,negative,Hangouts is another app that just crashed,PHONE,SOFTWARE
2277,1105,positive,1,positive,Awesome,GENERAL_FEEDBACK,OVERALL SATISFACTION
2278,1106,positive,1,positive,Display is also good.,PHONE,DISPLAY
2279,1106,positive,1,positive,Good product in this prise range.,GENERAL_FEEDBACK,PRICE & VALUE
2280,1106,positive,1,positive,camera quality is good,PHONE,CAMERA
2281,1106,positive,1,negative,Sometime phone gets heat after using for long time,PHONE,BATTERY
2283,1107,positive,1,positive,it was quite good.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2282,1107,positive,1,negative,But only negativity is it's camera quality.,PHONE,CAMERA
2284,1108,positive,1,positive,VeryGood product,GENERAL_FEEDBACK,OVERALL SATISFACTION
2285,1109,negative,0,negative,Very worst phone i have used,GENERAL_FEEDBACK,OVERALL SATISFACTION
2286,1110,negative,0,negative,Having issue with this phone everyday need to restart it,PHONE,SOFTWARE
2287,1111,positive,1,positive,Good phone with good storage,PHONE,STORAGE
2288,1112,negative,0,negative,My phone turbo charge feature is not working,PHONE,BATTERY
2289,1113,positive,1,positive,very good phone. I am fully satisfied.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2290,1114,negative,0,negative,Networks connectivity issues. I'm not getting any incoming calls and OTPs.,PHONE,CONNECTIVITY
2291,1115,negative,0,negative,System&Updates occupied 16GB MEMORY.,PHONE,STORAGE
2292,1116,positive,1,positive,Awsm product with lovely features,PHONE,SOFTWARE
2293,1117,positive,1,positive,Best phone worth for money,GENERAL_FEEDBACK,PRICE & VALUE
2294,1118,positive,1,positive,Best mobiles,GENERAL_FEEDBACK,OVERALL SATISFACTION
2295,1119,negative,0,negative,Flop product,GENERAL_FEEDBACK,OVERALL SATISFACTION
2296,1120,negative,0,negative,Damaged. Shape of mobile is bend..,PHONE,DESIGN
2297,1121,positive,1,positive,good product,GENERAL_FEEDBACK,OVERALL SATISFACTION
2298,1122,negative,0,negative,we can't the blur the background,PHONE,CAMERA
2299,1122,negative,0,negative,Camera... performance is very weak,PHONE,CAMERA
2300,1123,positive,1,positive,Battery back up is too good,PHONE,BATTERY
2301,1123,positive,1,positive,Awesome product,GENERAL_FEEDBACK,OVERALL SATISFACTION
2303,1124,positive,1,negative,only thing is phone gets heat when charging.,PHONE,BATTERY
2302,1124,positive,1,positive,The phone is super and nice to use,GENERAL_FEEDBACK,OVERALL SATISFACTION
2304,1125,negative,0,negative,Sensor problem,PHONE,SOFTWARE
2305,1125,negative,0,negative,Screen touch show mark after click,PHONE,DISPLAY
2306,1125,negative,0,negative,App hanged,PHONE,PERFORMANCE
2307,1125,negative,0,negative,Battery drain too fast,PHONE,BATTERY
2308,1126,negative,0,negative,audio clarity is slightly degraded in earphones,PHONE,AUDIO
2309,1126,negative,0,positive,speakers are good,PHONE,AUDIO
2310,1127,positive,1,positive,Good.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2311,1128,negative,0,negative,waste of money.,GENERAL_FEEDBACK,PRICE & VALUE
2312,1129,positive,1,positive,Good product,GENERAL_FEEDBACK,OVERALL SATISFACTION
2314,1130,negative,0,negative,battery backup is also not so good,PHONE,BATTERY
2313,1130,negative,0,negative,Some time hanging,PHONE,PERFORMANCE
2315,1131,negative,0,negative,Heating and network problem,PHONE,BATTERY
2316,1132,negative,0,positive,Dual Stand BY 4G,PHONE,CONNECTIVITY
2317,1132,negative,0,negative,Not Good Camera,PHONE,CAMERA
2318,1132,negative,0,negative,Stock Android but needs to be optimized and should have better RAM/Battery Management,PHONE,SOFTWARE
2319,1133,positive,1,positive,Super,GENERAL_FEEDBACK,OVERALL SATISFACTION
2320,1134,negative,0,negative,Camera is not good,PHONE,CAMERA
2322,1135,negative,0,negative,the full battery drains within half day.,PHONE,BATTERY
2323,1135,negative,0,negative,it gets heated like anything.,PHONE,BATTERY
2321,1135,negative,0,negative,Poor signal strength,PHONE,CONNECTIVITY
2324,1136,negative,0,positive,Lenovo k8 note looks good,PHONE,DESIGN
2325,1136,negative,0,negative,it has started getting ON/OFF in every second.,PHONE,SOFTWARE
2326,1137,negative,0,negative,Very very very worst,GENERAL_FEEDBACK,OVERALL SATISFACTION
2327,1138,negative,0,negative,Battery backup is not good.,PHONE,BATTERY
2328,1138,negative,0,negative,mobile is so hot.,PHONE,BATTERY
2329,1139,positive,1,positive,It is an awesome mobile at this price.,GENERAL_FEEDBACK,PRICE & VALUE
2330,1139,positive,1,positive,All features are awesomes.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2335,1140,negative,0,negative,The mobile heats up real fast,PHONE,BATTERY
2333,1140,negative,0,negative,Picture quality is average for dual rear camera and the front camera isn’t good either.,PHONE,CAMERA
2334,1140,negative,0,negative,"The mobile is quite heavy, not pocket-friendly",PHONE,DESIGN
2332,1140,negative,0,negative,I don’t like the resolution of the phone either.,PHONE,DISPLAY
2331,1140,negative,0,negative,The turbo charging stopped working,PHONE,BATTERY
2336,1141,positive,1,negative,the Bluetooth is flaky at times.,PHONE,CONNECTIVITY
2337,1141,positive,1,positive,The phone is good.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2338,1142,negative,0,negative,my mobile got big scrach on the screen,PHONE,DISPLAY
2339,1142,negative,0,negative,This product does not have Gorilla glass,PHONE,DISPLAY
2342,1143,negative,0,negative,glass quality is very bad,PHONE,DISPLAY
2343,1143,negative,0,negative,Battery life is also not so good,PHONE,BATTERY
2340,1143,negative,0,negative,Totally waste of money,GENERAL_FEEDBACK,PRICE & VALUE
2341,1143,negative,0,negative,product quality is very poor,GENERAL_FEEDBACK,OVERALL SATISFACTION
2344,1144,positive,1,positive,Go for it!,GENERAL_FEEDBACK,OVERALL SATISFACTION
2345,1145,negative,0,negative,Plz don't by this phone waste of money,GENERAL_FEEDBACK,PRICE & VALUE
2346,1146,positive,1,positive,Awsome phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
2347,1147,negative,0,negative,Waste Of Money,GENERAL_FEEDBACK,PRICE & VALUE
2348,1148,positive,1,positive,It have very nice features..,GENERAL_FEEDBACK,OVERALL SATISFACTION
2349,1149,positive,1,positive,One of the best smartphone under 15000,GENERAL_FEEDBACK,PRICE & VALUE
2350,1149,positive,1,positive,with killer performance,PHONE,PERFORMANCE
2351,1150,positive,1,positive,Camera and video quality is the best.,PHONE,CAMERA
2354,1151,negative,0,negative,And slightly heating...,PHONE,BATTERY
2353,1151,negative,0,negative,One major drawback is Camera-Poor.,PHONE,CAMERA
2352,1151,negative,0,positive,Good speed performance...,PHONE,PERFORMANCE
2355,1152,negative,0,negative,Worst Phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
2356,1152,negative,0,negative,Heating issue,PHONE,BATTERY
2357,1152,negative,0,negative,quick battery draining,PHONE,BATTERY
2358,1152,negative,0,negative,Very poor performance.,PHONE,PERFORMANCE
2359,1153,positive,1,positive,Good product in this price...,GENERAL_FEEDBACK,PRICE & VALUE
2360,1153,positive,1,negative,Except the heating issues..!,PHONE,BATTERY
2361,1153,positive,1,positive,Everything is okay...,GENERAL_FEEDBACK,OVERALL SATISFACTION
2363,1154,negative,0,negative,it had no features as even in low cost mobile s,PHONE,SOFTWARE
2362,1154,negative,0,negative,Worse than the worst mobile that I bought from lenovo.,GENERAL_FEEDBACK,COMPETITOR COMPARISON
2364,1155,negative,0,negative,Not good product,GENERAL_FEEDBACK,OVERALL SATISFACTION
2365,1156,negative,1,negative,There was showing 2 chargers in specification but i got one,INFRASTRUCTURE,DELIVERY
2366,1157,negative,0,negative,Battery problem,PHONE,BATTERY
2367,1158,positive,1,positive,Awesome phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
2368,1159,positive,1,positive,Good,GENERAL_FEEDBACK,OVERALL SATISFACTION
2369,1160,negative,0,negative,"In product information, maintioned 2 piece turbo charger in the box.But there is only one charger.",INFRASTRUCTURE,DELIVERY
2371,1161,negative,0,negative,defective touchpad not working,PHONE,DISPLAY
2370,1161,negative,0,negative,still I am waiting for the new one,INFRASTRUCTURE,RETURNS & EXCHANGES
2372,1162,positive,1,positive,Great phone at good price !!!,GENERAL_FEEDBACK,PRICE & VALUE
2373,1163,negative,0,negative,The 5m.p. camera is not working its only for show,PHONE,CAMERA
2374,1164,negative,0,negative,Waste product ever,GENERAL_FEEDBACK,OVERALL SATISFACTION
2375,1165,negative,0,negative,Very very worst mobile,GENERAL_FEEDBACK,OVERALL SATISFACTION
2376,1165,negative,0,negative,it's only used for ironing ur dress purpose,PHONE,BATTERY
2377,1166,positive,1,positive,Best phone from lenovo.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2378,1166,positive,1,positive,Specialy built for performance,PHONE,PERFORMANCE
2379,1166,positive,1,positive,the screen is so smooth.,PHONE,DISPLAY
2380,1166,positive,1,positive,Camera is also best in class.,PHONE,CAMERA
2381,1166,positive,1,positive,The graphics processor is working like a butterfly.,PHONE,PERFORMANCE
2384,1167,negative,0,negative,portrait mode is worste,PHONE,CAMERA
2382,1167,negative,0,negative,Not the best mble,GENERAL_FEEDBACK,OVERALL SATISFACTION
2383,1167,negative,0,negative,camera not that great,PHONE,CAMERA
2385,1168,negative,0,negative,No internal app like music player vedio player app lock app battery app,PHONE,SOFTWARE
2386,1168,negative,0,negative,reare camera is so bad,PHONE,CAMERA
2387,1169,positive,0,negative,except battery backup,PHONE,BATTERY
2388,1169,positive,0,positive,every thing is ok,GENERAL_FEEDBACK,OVERALL SATISFACTION
2389,1170,negative,0,negative,Charging back up is very bad..,PHONE,BATTERY
2393,1171,negative,0,negative,it takes 5-6 seconds for screen lights to come up once you move it away from your ear.,PHONE,PERFORMANCE
2392,1171,negative,0,negative,Operating system is pathetic.,PHONE,SOFTWARE
2390,1171,negative,0,negative,It takes at least 10-15 seconds to unlock thru finger print.,PHONE,PERFORMANCE
2391,1171,negative,0,negative,power button also takes few seconds to open the screen for unlock.,PHONE,PERFORMANCE
2394,1172,positive,1,positive,mediatek x23 deca core processor beats Snapdragon 625 in almost every department,PHONE,PERFORMANCE
2395,1172,positive,1,positive,Very good device in this price segment..,GENERAL_FEEDBACK,PRICE & VALUE
2396,1173,positive,1,positive,clarity of camera is very good compare to other brands.,PHONE,CAMERA
2397,1173,positive,1,positive,Amazing phone.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2398,1173,positive,1,positive,Very good battery backup,PHONE,BATTERY
2400,1174,negative,0,negative,Touch is not working properly.,PHONE,DISPLAY
2399,1174,negative,0,negative,Battery recharge sometime slow.,PHONE,BATTERY
2402,1175,negative,0,negative,charging more than 5 hours is called turbo charging,PHONE,BATTERY
2401,1175,negative,0,negative,worst experience,GENERAL_FEEDBACK,OVERALL SATISFACTION
2403,1176,negative,0,negative,The device kept hanging for the first couple of days and then it switched off.,PHONE,PERFORMANCE
2404,1176,negative,0,negative,Not able to send vcard via sms.,PHONE,SOFTWARE
2405,1177,negative,0,negative,Heavy weight...,PHONE,DESIGN
2406,1177,negative,0,negative,battery draining too fast..,PHONE,BATTERY
2407,1177,negative,0,negative,battery charging also taking more time(5 to 6 hrs).,PHONE,BATTERY
2408,1177,negative,0,negative,heating problems also there,PHONE,BATTERY
2409,1177,negative,0,negative,some time mic also not working,PHONE,AUDIO
2410,1178,negative,0,negative,the worst experience with Lenovo and the Amazon.,GENERAL_FEEDBACK,BRAND TRUST & REPUTATION
2411,1179,positive,1,positive,I love it nice Phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
2412,1180,negative,0,negative,lekin mobile box me headphone nehi the,INFRASTRUCTURE,DELIVERY
2414,1181,positive,1,negative,Only thing missing is the earphones...,INFRASTRUCTURE,DELIVERY
2413,1181,positive,1,positive,Awesome product.,GENERAL_FEEDBACK,OVERALL SATISFACTION
2415,1182,positive,1,positive,Very good!,GENERAL_FEEDBACK,OVERALL SATISFACTION
2416,1183,positive,1,positive,Super device,GENERAL_FEEDBACK,OVERALL SATISFACTION
2417,1184,negative,1,negative,camera is not as per expected..,PHONE,CAMERA
2418,1184,negative,1,positive,Good product,GENERAL_FEEDBACK,OVERALL SATISFACTION
2419,1185,negative,0,negative,very bad mobile,GENERAL_FEEDBACK,OVERALL SATISFACTION
2420,1186,positive,1,positive,Best,GENERAL_FEEDBACK,OVERALL SATISFACTION
2421,1186,positive,1,positive,There is no phone which can beat it at this range.,GENERAL_FEEDBACK,COMPETITOR COMPARISON
2422,1187,positive,0,positive,the phone is awesome,GENERAL_FEEDBACK,OVERALL SATISFACTION
2423,1187,positive,0,negative,don't buy 32 gb varient the memory gets full,PHONE,STORAGE
2424,1187,positive,0,positive,the performance n battery life and overall the phone is good,PHONE,PERFORMANCE
2425,1188,positive,1,positive,Best phone at low price,GENERAL_FEEDBACK,PRICE & VALUE
2426,1189,negative,0,negative,Batteries is very bad,PHONE,BATTERY
2427,1190,negative,0,negative,Not so good as I want from Lenovo smart phone...,GENERAL_FEEDBACK,BRAND TRUST & REPUTATION
2428,1190,negative,0,negative,Battery charging is too much slower....Nothing like turbo,PHONE,BATTERY
2429,1190,negative,0,negative,Power consumption is also not well managed,PHONE,BATTERY
2430,1191,positive,1,positive,ok super,GENERAL_FEEDBACK,OVERALL SATISFACTION
2431,1192,negative,0,positive,comes with amazing configuration,PHONE,PERFORMANCE
2432,1192,negative,0,negative,turned out to be a thumbs down,GENERAL_FEEDBACK,OVERALL SATISFACTION
2433,1192,negative,0,negative,"Battery backup,camera features, sound quality, music and video apps , swiftness , call quality were all below average.",PHONE,BATTERY
2437,1193,positive,1,positive,Not lagging,PHONE,PERFORMANCE
2436,1193,positive,1,negative,Cons. Screen mirroring is only with google chrome.,PHONE,SOFTWARE
2435,1193,positive,1,positive,Nice mobile below 10k range.,GENERAL_FEEDBACK,PRICE & VALUE
2434,1193,positive,1,positive,Battery life is really long lasting.,PHONE,BATTERY
2438,1194,negative,0,negative,Product quality is not as good as it describes,GENERAL_FEEDBACK,BRAND TRUST & REPUTATION
2439,1194,negative,0,negative,phone heating problem,PHONE,BATTERY
2440,1194,negative,0,negative,camera is extreme bad,PHONE,CAMERA
2441,1195,positive,1,positive,Bright HD Display.,PHONE,DISPLAY
2442,1195,positive,1,positive,BEST PHONE IN THIS PRICE RANGE.,GENERAL_FEEDBACK,PRICE & VALUE
2443,1195,positive,1,positive,Nice camera quality.,PHONE,CAMERA
2444,1195,positive,1,positive,Fast processing. No lagging.,PHONE,PERFORMANCE
2445,1195,positive,1,positive,Good Battery Life..,PHONE,BATTERY
2446,1196,negative,0,negative,Worst mobile in my life time,GENERAL_FEEDBACK,OVERALL SATISFACTION
2447,1197,positive,1,negative,Only feedback is to provide headphones with the pack.,INFRASTRUCTURE,DELIVERY
2448,1197,positive,1,positive,"The phone does not heat up, has a great speed and camera.",PHONE,PERFORMANCE
2449,1197,positive,1,positive,I am happy with the decision.,GENERAL_FEEDBACK,OVERALL SATISFACTION
